Year,Week,cnt_ArrDelay,cnt_DepDelay,cnt_AllFlights,% ArrDelay>5,% ArrDelay>10,% ArrDelay>20,% ArrDelay>30,% ArrDelay>45,% ArrDelay>60,% ArrDelay>90,% ArrDelay>120,% DepDelay>5,% DepDelay>10,% DepDelay>20,% DepDelay>30,% DepDelay>45,% DepDelay>60,% DepDelay>90,% DepDelay>120
1988.0,21,96577,96832,97455,36.7561634758,24.4395663564,12.3994325771,7.7016266813,4.43894509045,2.89302836079,1.52520786523,0.927757126438,25.618597158,17.0821629213,9.22525611368,6.0537838731,3.67543787178,2.4516688698,1.28056840714,0.766275611368
1988.0,22,97301,97533,98070,34.5556571875,22.0439666602,10.0574505915,5.72861532769,3.29390242649,2.22094325855,1.18601042127,0.697834554629,23.5520285442,14.9805706786,7.22729742754,4.45900361929,2.72113028411,1.84963038151,0.918663426738,0.514697589534
1988.0,23,100008,100175,100388,34.4442444604,22.0752339813,9.89920806335,5.32357411407,2.58179345652,1.42788576914,0.563954883609,0.2499800016,23.65061143,14.8410282006,7.00174694285,4.11380084852,2.16920389319,1.19291240329,0.499126528575,0.250561517345
1988.0,24,100196,100354,100542,34.9215537546,22.0048704539,9.14008543255,4.73571799273,2.15078446245,1.10483452433,0.400215577468,0.189628328476,24.2391932559,14.8693624569,6.58269725173,3.55142794507,1.79564342229,1.03732785938,0.42848316958,0.221216892202
1988.0,25,100215,100519,100787,38.2038616974,24.9074489847,11.0781819089,5.81449882752,2.96462605398,1.87197525321,0.90006486055,0.483959487103,26.2298669903,16.3640704742,7.52793004308,4.2777982272,2.31498522667,1.53403834101,0.806812642386,0.462599110616
1988.0,26,97701,97866,98121,35.3681129159,22.8902467733,9.94360344316,5.08183130162,2.45135669031,1.44420220878,0.554753789623,0.265094523086,26.7600596734,16.8383299614,7.49698567429,3.99423701796,2.1631618744,1.29769276357,0.555862097153,0.286105491182
1988.0,27,99092,99252,99541,32.7402817584,20.1317967142,7.99560004844,3.68748233964,1.53897388286,0.791183950268,0.328987203811,0.150365317079,22.0993027848,13.3579172208,5.54749526458,2.71027284085,1.28360133801,0.784870833837,0.331479466409,0.189416837948
1988.0,28,99794,100256,100733,41.2860492615,29.0027456561,15.7654768824,9.99258472453,5.95526785177,4.02228590897,2.02918011103,1.11730164138,29.4755426109,20.4666054899,11.5175151612,7.61949409512,4.76579955314,3.24768592403,1.72458506224,1.02836737951
1988.0,29,99524,99902,100655,41.7728387123,29.3205658937,16.2573851533,10.3311763997,6.15128009324,4.01008801897,2.02664683895,1.12636148065,30.1565534224,21.2498248283,11.9417028688,7.68152789734,4.66957618466,3.1020399992,1.56753618546,0.948929951352
1988.0,30,99078,99478,100625,39.7504996064,27.2573124205,14.6440178445,9.28258543774,5.57035870728,3.77278507842,2.06503966572,1.26667877834,29.282856511,20.2889081003,11.2879229578,7.49512455015,4.69249482298,3.34043708157,1.81849253101,1.13794004705
1988.0,31,99331,99618,100371,41.6637303561,28.8026899961,15.1282077096,9.50760588336,5.58234589403,3.60813844621,1.87655414725,1.07821324662,30.6290027907,20.962075127,11.3684273926,7.34405428738,4.43092613785,2.97938123632,1.55092453171,0.899435844928
1988.0,32,99562,99896,100484,39.3744601354,25.9426287138,12.0337076395,6.74152789217,3.41294871537,1.97063136538,0.840682187983,0.458006066572,28.848001922,18.7625130135,9.06542804517,5.34155521743,2.83194522303,1.73380315528,0.760791222872,0.410426843918
1988.0,33,99747,100051,100715,38.5796064042,25.6117978486,12.122670356,6.84331358337,3.63419451212,2.26372722989,1.11482049585,0.663679108144,28.7963138799,18.9183516407,9.15333180078,5.31828767329,3.02545701692,1.98298867578,1.02547700673,0.60369211702
1988.0,34,100662,100891,101176,32.8207267887,20.2628598677,8.4272118575,4.43563608909,2.11599213209,1.1831674316,0.486777532733,0.243388766367,21.6382036059,13.2439959957,6.02729678564,3.30653873983,1.738509877,1.03874478397,0.473778632385,0.258695027307
1988.0,35,96746,96947,97287,32.3320860811,19.8313108552,8.17294771877,4.32059206582,2.36805656048,1.48016455461,0.67186240258,0.31525851198,20.0480675008,12.4366922133,5.83617853054,3.49469297657,2.1052740157,1.39457641804,0.637461705881,0.324919801541
1988.0,36,98671,98800,99061,28.6761054413,16.5043427147,5.74332884029,2.43941989034,0.949620455858,0.494572873489,0.204720738616,0.101346900305,16.3532388664,9.18522267206,3.55566801619,1.84210526316,0.904858299595,0.525303643725,0.247975708502,0.126518218623
1988.0,37,98414,98620,99308,37.3706992908,24.2333407848,11.2270611905,6.11701587173,3.03920173959,1.66033287947,0.643201170565,0.269270632227,21.9468667613,14.0184546745,6.89008314743,4.18779152302,2.30277834111,1.38308659501,0.590143987021,0.273778138309
1988.0,38,99063,99265,99724,35.609662538,22.7925663467,10.5266345659,5.90028567679,3.21815410395,2.02396454781,0.898418178331,0.433057751128,21.2149297335,13.6150707702,6.72442452022,4.11323225709,2.35531153982,1.54535838412,0.725331184204,0.326399032892
1988.0,39,98858,99094,99663,38.6180177629,25.4718889721,11.9858787352,6.63578061462,3.33306358615,1.97252624977,0.745513767222,0.364158692266,23.7481583143,15.3702545058,7.68865925283,4.63902960825,2.59955194058,1.66508567623,0.686217127172,0.342099420752
1988.0,40,99639,99779,100086,36.8982025111,23.2047692169,9.41599173015,4.4008872028,1.8436555967,0.996597717761,0.368329670109,0.188681138911,22.5137553994,13.8245522605,6.08043776747,3.21610759779,1.58650617865,0.901993405426,0.372823940909,0.195431904509
1988.0,41,99604,99783,100170,35.7766756355,22.2932813943,9.6682864142,5.35219469098,3.03100277097,1.98686799727,0.881490703185,0.450785109032,23.4228275358,14.8201597467,7.29482978062,4.5288275558,2.7329304591,1.74979705962,0.822785444414,0.44296122586
1988.0,42,98514,98815,99859,42.8416265708,28.9816675802,13.9594372373,7.94912398238,4.25624784295,2.59963050937,1.15516576324,0.720709746838,27.7538835197,18.6257147194,9.81632343268,6.09624044932,3.52476850681,2.20411880787,1.01199210646,0.630471082326
1988.0,43,99345,99473,99918,37.9978861543,24.8527857466,11.3473249786,6.21470632644,3.0399114198,1.72832049927,0.506316372238,0.144949418692,23.5591567561,15.6786263609,8.07153699999,4.84654127251,2.59467393162,1.56725945734,0.51370723714,0.183969519367
1988.0,44,98160,98424,99571,43.9211491443,30.4105541972,16.1695191524,9.90933170334,5.50835370823,3.39140179299,1.46189894051,0.7304400978,28.1008697066,19.8163049663,11.5510444607,7.667845241,4.5405592132,2.772697716,1.19178249208,0.621799561083
1988.0,45,99122,99276,99765,39.1507435282,25.5614293497,11.9004862694,6.59692096608,3.3594963782,2.00661810698,0.829281087952,0.394463388551,24.0430718401,15.890043918,8.20540714775,4.93069825537,2.72875619485,1.68117168298,0.743382086305,0.358596236754
1988.0,46,97865,98249,99489,49.224952741,35.9842640372,20.5057988045,13.3857865427,8.41363102233,5.79778265979,3.10427629898,1.76058856588,33.9932213051,24.5977058291,14.4917505522,10.0805097253,6.55273845026,4.50080916854,2.35218679071,1.29059837759
1988.0,47,92204,92388,92837,39.3681402108,27.2179081168,13.5688256475,7.82178647347,4.07682963863,2.50097609648,1.08455164635,0.477202724394,27.4494523098,18.6582673074,9.49257479326,5.7561588085,3.24825734944,2.07819197298,0.943845521063,0.404814478071
1988.0,48,99504,99709,100409,38.1803746583,25.2572760894,11.0769416305,5.21285576459,2.12453770703,1.06226885351,0.381894195208,0.193962051777,24.4501499363,15.7317794783,7.07258121132,3.60248322619,1.68289723094,0.97283093803,0.364059412892,0.208607046505
1988.0,49,99538,99686,100179,38.5601478832,25.0597761659,10.9274849806,5.49137013,2.54274749342,1.45271152726,0.66607727702,0.360666278205,21.6549966896,13.9106795337,6.44423489758,3.57723251008,1.87689344542,1.16064442349,0.554741889533,0.281885119275
1988.0,50,98257,98497,99331,44.9453982922,31.0664889016,15.0686465086,8.04013963382,3.70660614511,2.03853160589,0.726665784626,0.341960369236,30.2557438298,20.3904687452,10.0926931785,5.60829263835,2.76455120461,1.56451465527,0.6091556088,0.305593063748
1988.0,51,96795,97262,98157,53.1783666512,40.871945865,24.928973604,16.4388656439,9.7639340875,6.33813730048,2.86481739759,1.39883258433,42.1099710061,32.1698093808,19.8823795521,13.4214801258,8.19333347042,5.31348316917,2.3925068372,1.22452756472
1988.0,52,81968,82338,84269,52.8767323834,40.4584715987,24.2155475307,15.5536306851,9.2670310365,6.01454226039,2.9962912356,1.62624438805,42.5089266195,32.1321868396,19.3750151813,12.730452525,7.71940051981,5.19079890209,2.64640870558,1.41368505429
1988.0,53,39769,39898,40192,50.9844351128,38.3162764968,22.7840780507,14.249792552,7.54104956122,4.38281073198,1.73250521763,0.834821091805,42.4281918893,31.6732668304,18.6550704296,11.6271492305,6.17073537521,3.62424181663,1.54644343075,0.771968519725
1989.0,1,95005,95728,98994,56.0559970528,43.8513762434,27.4817114889,18.1937792748,10.6636492816,6.67543813484,2.94931845692,1.44834482396,43.3749791075,33.3883503259,20.8455206418,14.1139478522,8.56593682099,5.58143907739,2.40681932141,1.24832859769
1989.0,2,97327,97641,98672,47.0825156431,34.137495248,18.16864796,10.5911001058,5.6520801011,3.4235104339,1.50626239379,0.699703062871,31.5256910519,22.5950164378,12.3923351871,7.54088958532,4.33117235588,2.72528958122,1.26381335709,0.610399319958
1989.0,3,98708,98898,99578,32.6579405925,20.2810309195,8.8432548527,4.99047696235,2.66341127366,1.66247923167,0.666612635247,0.29987437695,20.309814152,13.0376751805,6.49254787761,3.97581346438,2.31349471172,1.4338004813,0.556128536472,0.275030839855
1989.0,4,98120,98473,99951,38.283734203,25.9977578475,13.5405625764,8.47227884223,5.08255197717,3.35303709743,1.57867916837,0.859152058704,24.8240634489,17.3682126065,10.013912443,6.83842271486,4.4611213226,2.83123292679,1.31203477095,0.728118367471
1989.0,5,94578,94976,98328,48.9828501343,36.6586309713,22.3603797923,15.168432405,9.16597940324,5.91998139102,2.51538412739,1.18632240056,34.3865818733,26.1444996631,16.6357816712,11.4134097035,7.02177392183,4.51903638814,1.89100404313,0.889698450135
1989.0,6,96966,97295,98929,43.002701978,30.0682713528,15.2414248293,8.50298042613,4.07978054163,2.17189530351,0.817812429099,0.448610853289,28.6695102523,19.5405724857,10.1516008017,5.8934169279,3.03304383576,1.80790379773,0.778046148312,0.432704661082
1989.0,7,97116,97471,99068,49.7796449607,37.0217060011,20.8822439145,12.3800403641,6.11330779686,3.29708801845,1.24387330615,0.617817867293,36.6960429256,26.7628320218,14.9798401576,8.75542469042,4.50390372521,2.58128058602,1.07929538016,0.533492013009
1989.0,8,97335,97676,99158,44.9303950275,32.2936251092,17.3205938254,10.2809883392,5.39066111882,2.98556531566,1.0808034109,0.447937535316,33.7841434948,23.9700642942,13.0113845776,7.88730087227,4.20369384496,2.45915066137,0.890699864859,0.426921659364
1989.0,9,93276,93784,98858,54.9819889361,42.338865303,26.0281315665,17.4975341996,10.6597624255,6.92353874523,3.06938547965,1.38942493246,42.4891239444,32.5929796127,20.8894907447,14.5557877676,9.11669367909,5.98396314936,2.59745798857,1.23795103642
1989.0,10,91109,91334,100225,48.7141775236,36.400355618,21.0396338452,13.3532362335,7.77639969707,4.99182298126,2.30822421495,1.2161257395,37.4745439814,27.1169553507,15.9447741257,10.5174414785,6.38097532135,4.14850986489,1.87334399019,1.01605097773
1989.0,11,93233,93545,100799,46.6455010565,32.8853517531,17.0207973572,9.89992813703,5.55060976264,3.59851125674,1.89203393648,1.09510581017,35.403281843,24.3027419958,12.9114330002,7.89459618365,4.7132396173,3.13218237212,1.66230156609,0.973862846758
1989.0,12,94025,94205,95574,43.4746078171,30.4982717362,16.2275990428,9.68146769476,5.09758043074,3.00345652752,1.20818931135,0.511566072853,32.2700493604,22.6506024096,12.6649328592,7.86370150204,4.33310333846,2.60389575925,1.00419298339,0.444774693488
1989.0,13,93291,93555,94247,47.4236528711,34.1169030239,18.7799466186,11.7031653643,6.91492212539,4.60173007042,2.23601419215,1.23913346411,35.9211159211,25.4492010048,14.2728876062,9.31323820213,5.74314574315,3.92175725509,1.9165196943,1.06675217786
1989.0,14,93252,93488,94507,45.6161798138,32.3306738729,16.6216274182,9.34242697208,4.95753442285,3.17097756616,1.75867541715,1.02625144769,32.057590279,21.7289919562,11.3030549375,6.94527639911,4.07431969878,2.78431456444,1.61625021393,0.948784870786
1989.0,15,94849,94974,95257,35.8084956088,22.7993969362,9.40231315038,4.49767525224,1.98315216818,1.10491412666,0.442809096564,0.234056236755,23.7591340788,14.5808326489,6.39543453998,3.3882957441,1.75942889633,1.03607303051,0.442226293512,0.233748183713
1989.0,16,94936,95036,95322,31.7224235274,18.7557933766,6.88147804837,3.14738350046,1.41674391169,0.788952557512,0.279135417544,0.140094379371,19.8145965739,11.5524643293,4.84132328802,2.56218696073,1.33212677301,0.798644724105,0.294625194663,0.168357254093
1989.0,17,94606,94774,95090,35.9966598313,23.0693613513,10.2942730905,5.61169481851,2.85182757965,1.61511954844,0.607783861489,0.285394161047,22.9250638361,14.5567349695,6.96604553992,4.05807499947,2.22634899867,1.30626543145,0.483254901133,0.251123725916
1989.0,18,93332,93551,94183,43.2884755497,30.2136459092,15.7095101359,9.25084644066,4.9018557408,2.87146959242,1.09287275533,0.491792739896,28.8687453902,19.7047599705,10.7267693558,6.80377548075,3.80006627401,2.19452491155,0.848734914645,0.37840322391
1989.0,19,93747,93972,94382,40.7543708065,27.0920669461,12.8185435267,7.09782713047,3.78892124548,2.2432717847,0.941896807365,0.432013824442,25.8108798365,16.6943344826,8.421657515,5.16856084791,2.95087898523,1.79095900907,0.741710296684,0.392670157068
1989.0,20,92810,93132,94034,44.8356858097,31.634522142,16.7471177675,10.2445857127,6.09632582696,4.16118952699,2.15709514061,1.23585820493,30.8519091182,21.1420349611,11.6018124812,7.60748185371,4.86191641971,3.38229609586,1.75879396985,1.00609887042
1989.0,21,92015,92244,92579,40.7346628267,28.0541216106,14.2976688583,8.25082866924,4.32103461392,2.63761343259,1.1508993099,0.536868988752,27.4380989549,18.0933177226,9.19626208751,5.55049650926,3.21863752656,2.01964355405,0.913880577599,0.462902736221
1989.0,22,93205,93468,94344,41.5063569551,28.6497505499,15.2545464299,9.78273697763,6.05010460812,4.20578295156,2.19837991524,1.21023550239,28.0962468438,19.2686266958,11.0176744982,7.49026404759,4.85620747208,3.40544357427,1.73535327599,0.938289040099
1989.0,23,94083,94418,95039,46.3197389539,33.3248302031,18.5272578468,11.8236025637,7.0023277319,4.61294814153,2.13428568392,1.12241318835,32.6357262386,22.9818466818,13.1818085535,8.67313435997,5.31678281684,3.53216547692,1.6607002902,0.904488550912
1989.0,24,93296,93739,94769,51.0032584462,38.3907134282,23.1864174241,15.6737695078,10.0207940319,6.81915623392,3.21128451381,1.77606756989,39.3699527411,29.1106156456,18.0746540927,12.6692198551,8.21216356052,5.58465526622,2.55283286572,1.37616146961
1989.0,25,93543,93878,94799,50.3907293972,37.4244999626,21.8092214276,14.3634478261,8.81519728895,6.11911099708,3.22204761447,1.81520797922,38.2784038859,27.591128912,16.3211828117,11.1154903172,7.14011802552,4.96069366625,2.66622637892,1.53177528281
1989.0,26,92219,92510,93136,48.5637449983,34.8030232382,18.2663008708,10.7645929798,6.13973259307,4.06749151476,2.05597544974,1.13750962383,37.6132310021,25.997189493,13.8363420171,8.62609447627,5.13782293806,3.50232407307,1.77170035672,1.02475408064
1989.0,27,92566,92826,93291,40.3647127455,27.3372512586,13.6648445434,7.95756541279,4.41090681244,2.70833783463,1.32121945423,0.656828641186,28.1699092927,18.7522892293,9.80436515631,6.11358886519,3.64122120957,2.38295305195,1.23672247,0.656066188352
1989.0,28,94642,94899,95611,44.2234948543,30.0310644323,14.8823989349,8.61668181146,4.93438431141,3.19414213563,1.50039094694,0.83049808753,30.2289802843,19.9327706298,10.3056934214,6.52799291879,3.92417201446,2.63437970895,1.26028725276,0.727088799671
1989.0,29,94012,94239,94748,50.1616814875,36.7974301153,20.8047908778,13.0398247032,7.40118282772,4.66217078671,1.97953452751,0.929668552951,36.3713536858,25.8640265707,14.8844958032,9.61173187322,5.67811627882,3.59087002197,1.4993792379,0.738547735014
1989.0,30,93389,93740,94788,47.7197528617,34.0789600488,18.7623810085,11.9532278962,7.50516656137,5.36144513808,2.93931833514,1.65651200891,34.4367399189,24.1999146576,13.8724130574,9.31512694687,6.15105611265,4.51141455089,2.42159163644,1.37721356945
1989.0,31,94545,94814,95756,47.1214765456,33.2169866201,17.0818128933,9.62716166905,5.08540906447,3.13607276958,1.35808345232,0.61346448781,34.1363089839,23.5450460902,12.399012804,7.55690087962,4.30527137343,2.71584365178,1.2266121037,0.577973716962
1989.0,32,95348,95529,95944,49.8154130134,36.1024877292,19.2757058355,11.469564123,6.26127448924,3.81444812686,1.65079498259,0.724713680413,36.9060704079,25.7921678234,13.9580650902,8.69264830575,4.97754608548,3.17390530624,1.42155785154,0.644830365648
1989.0,33,94970,95162,95622,52.8493208382,38.8975465937,21.5752342845,13.18416342,7.4528798568,4.76150363273,2.16384121301,1.01189849426,39.8299741493,28.6101595175,16.0253042181,10.2278220298,6.0307685841,3.87024232362,1.76015636494,0.831214140098
1989.0,34,95425,95603,96091,45.34870317,31.5263295782,16.3783075714,9.70081215614,5.43777835997,3.40162431229,1.44720985067,0.664396122609,31.9132244804,21.875882556,11.6345721369,7.44537305315,4.45592711526,2.9350543393,1.27401859774,0.582617700281
1989.0,35,93913,94098,94920,40.4363613131,27.950337014,14.7157475536,9.1776431378,5.34963210631,3.49046457892,1.65046372707,0.834815201303,27.1015324449,18.792110353,10.6580373653,7.0554103169,4.47405895981,2.99049926672,1.33902952241,0.668452039363
1989.0,36,96621,96750,97204,36.363730452,23.8178035831,11.4374721851,6.59690957452,3.47439997516,2.08029310398,0.796928204014,0.327051055154,22.3503875969,14.6976744186,7.70542635659,4.76279069767,2.72971576227,1.65581395349,0.704909560724,0.297674418605
1989.0,37,96825,97035,97523,44.9150529305,32.0485411825,17.7877614253,11.2367673638,6.74928995611,4.38832946037,1.50684224116,0.56183836819,29.4605039419,21.1810171588,12.468696862,8.4588035245,5.36816612562,3.51831813263,1.12742824754,0.507033544597
1989.0,38,93901,94252,97606,42.9718533349,30.648235908,17.2969403947,11.2789001182,6.9360283703,4.7187995868,2.54842866423,1.40786573093,29.9770827144,21.9305691126,13.3143063277,9.20298773501,5.95318932224,4.03068369902,2.17289818784,1.17026694394
1989.0,39,96960,97170,97893,38.5468234323,25.7910478548,12.2504125413,6.60787953795,3.09199669967,1.63882013201,0.566212871287,0.286716171617,24.3645157971,16.2930945765,8.30606154163,4.82247607286,2.56560666872,1.46341463415,0.543377585675,0.280950910775
1989.0,40,98143,98304,98935,39.038953364,26.0059301224,12.0772749967,6.22866633382,2.77554181144,1.35414650051,0.397379334237,0.154876048215,24.7365315755,16.2017822266,8.06986490885,4.54711914062,2.21354166667,1.15356445312,0.379435221354,0.167846679688
1989.0,41,98245,98379,98935,34.8485928037,21.694742735,9.11496768283,4.52745686803,2.12020967988,1.17970380172,0.44073489745,0.218840653468,22.2588153976,13.8078248407,6.34789945009,3.54242267151,1.89166387135,1.13642139074,0.447249921223,0.236839162829
1989.0,42,95630,95980,97854,55.7513332636,43.3525044442,27.3585694866,18.831956499,11.6637038586,7.71201505804,3.552232563,1.67416082819,42.2421337779,32.7193165243,21.3950823088,15.1489893728,9.5999166493,6.42425505314,2.90372994374,1.40966868098
1989.0,43,98245,98431,99096,34.6908239605,21.4433304494,8.6559112423,4.39309888544,2.22912107486,1.355794188,0.615807420225,0.342002137513,21.7939470289,13.4032977416,6.32524306367,3.62893803781,2.08470908555,1.34916845303,0.628866922006,0.374881896963
1989.0,44,98157,98340,99002,38.8805688845,26.0939107756,12.9048361299,7.38816385994,3.81939138319,2.23213830904,0.996362969528,0.47169330766,25.620296929,17.120195241,8.95159650193,5.40980272524,2.98759406142,1.80597925564,0.809436648363,0.400650803335
1989.0,45,97824,98082,99002,40.1864573111,28.1127330716,14.9666748446,9.19304056264,5.13166503108,3.07593228656,1.17455839058,0.516233235198,27.7930711038,19.3929569136,11.1743235252,7.32040537509,4.31373748496,2.69366448482,0.996105299647,0.47103444057
1989.0,46,97425,97693,98730,43.2979214781,30.7539132666,16.4300744162,10.1236848858,5.73364126251,3.51449833205,1.5848088273,0.794457274827,30.1843530243,21.2737862488,12.1155046933,7.77844881414,4.52335377151,2.83234213301,1.2641642697,0.64897177894
1989.0,47,91013,91321,92181,41.7632645886,30.7296759804,18.0490699131,11.8071044796,7.04624614066,4.69053871425,2.25682045422,1.16796501599,31.7462577063,22.9771903505,13.5850461559,9.02968649051,5.54855947701,3.76036180068,1.8243339429,0.940637969361
1989.0,48,98111,98293,98815,39.6510075323,27.4770413104,13.800695131,7.8146181366,4.09943839121,2.33409097859,0.84394206562,0.341449990317,27.4424424934,18.5018261728,9.5886787462,5.80305820353,3.25150315892,1.95232620838,0.697913381421,0.327591995361
1989.0,49,95523,95950,98446,39.7925107042,27.8864776023,14.7734053579,8.86069323618,4.92446845262,3.09035520241,1.47713116213,0.790385561592,26.5617509119,18.5982282439,10.426263679,6.64512767066,3.99166232413,2.66076081292,1.30693069307,0.707660239708
1989.0,50,96049,96381,97939,47.8172599402,35.5370696207,20.0803756416,12.1011150559,6.36237753647,3.8376245458,1.63250007809,0.868306801737,35.224784968,25.4552245775,14.4582438447,9.0609144956,5.06012595844,3.04520600533,1.38512777415,0.736659715089
1989.0,51,94007,94436,96444,61.1401278628,50.2558320125,33.8655632027,23.3471975491,14.074483815,9.07060112545,4.00608465327,1.88177476145,55.5466135796,45.1713329662,30.38671693,21.0121140243,12.9188021517,8.45969757296,3.82269473506,1.83722309289
1989.0,52,104725,105563,109002,51.4289806636,39.7899259967,24.8832656959,16.7581761757,10.1914538076,6.84268321795,3.40510861781,1.81141083791,45.3776417874,34.6845011983,21.9101389691,14.8328486307,9.11967261256,6.15272396578,3.19145912867,1.74966607618
1990.0,1,110886,111202,112526,43.7530436665,31.512544415,16.6639611854,9.7685911657,4.89782298938,2.84706816009,1.26255794239,0.608733293653,35.877052571,25.396125969,13.7236740346,8.24985162137,4.46035143253,2.75354759806,1.2553731048,0.652865955648
